Product ID	Product Name	Category	Selling Price (₹)	MRP (₹)	Discount (%)	Rating	Reviews	Stock	SKU	Short Description	Featured	Deal Product
369	Competitive Aptitude Book — Variant 2	Books	580	639	10	4.7	772	151	AST-BOO-0369	Competitive Aptitude Book — Variant 2 available on ASTOMITY.	No	No
370	Atomic Habits — James Clear — Variant 3	Books	290	359	20	4.4	23980	331	AST-BOO-0370	Atomic Habits — James Clear — Variant 3 available on ASTOMITY.	No	No
371	The Psychology of Money — Variant 3	Books	220	359	40	4.1	9590	141	AST-BOO-0371	The Psychology of Money — Variant 3 available on ASTOMITY.	No	Yes
372	Rich Dad Poor Dad — Variant 3	Books	240	289	15	4	13906	347	AST-BOO-0372	Rich Dad Poor Dad — Variant 3 available on ASTOMITY.	No	No
373	Ikigai — Variant 3	Books	250	449	45	4.1	16528	325	AST-BOO-0373	Ikigai — Variant 3 available on ASTOMITY.	No	Yes
374	Deep Work — Variant 3	Books	530	589	10	4.5	18993	143	AST-BOO-0374	Deep Work — Variant 3 available on ASTOMITY.	No	No
375	Think and Grow Rich — Variant 3	Books	300	369	20	4.2	201	334	AST-BOO-0375	Think and Grow Rich — Variant 3 available on ASTOMITY.	No	No
376	The Alchemist — Variant 3	Books	190	259	25	4.5	6287	360	AST-BOO-0376	The Alchemist — Variant 3 available on ASTOMITY.	No	No
377	Remote Control Car	Toys	1960	2309	15	4.4	11966	54	AST-TOY-0377	Remote Control Car available on ASTOMITY.	No	No
378	Building Blocks Set	Toys	870	1739	50	4.4	16783	303	AST-TOY-0378	Building Blocks Set available on ASTOMITY.	No	Yes
379	Educational Puzzle	Toys	130	219	40	4.7	1576	345	AST-TOY-0379	Educational Puzzle available on ASTOMITY.	No	Yes
380	Toy Kitchen Set	Toys	970	1489	35	4.2	682	202	AST-TOY-0380	Toy Kitchen Set available on ASTOMITY.	No	Yes
381	Action Figure	Toys	1100	1299	15	4.3	24167	356	AST-TOY-0381	Action Figure available on ASTOMITY.	No	No
382	Soft Teddy Bear	Toys	1700	1999	15	4.6	24240	407	AST-TOY-0382	Soft Teddy Bear available on ASTOMITY.	No	No
383	Board Game	Toys	580	719	20	4	18041	193	AST-TOY-0383	Board Game available on ASTOMITY.	No	No
384	Kids Drawing Kit	Toys	230	419	45	4.8	15830	343	AST-TOY-0384	Kids Drawing Kit available on ASTOMITY.	No	Yes
385	Toy Train Set	Toys	850	1059	20	4.1	15147	38	AST-TOY-0385	Toy Train Set available on ASTOMITY.	No	No
386	Kids Bicycle	Toys	4500	5999	25	4	6686	473	AST-TOY-0386	Kids Bicycle available on ASTOMITY.	No	No
387	Science Experiment Kit	Toys	320	499	35	4.7	17038	223	AST-TOY-0387	Science Experiment Kit available on ASTOMITY.	No	Yes
388	Musical Toy	Toys	540	989	45	4.2	24833	351	AST-TOY-0388	Musical Toy available on ASTOMITY.	No	Yes
389	Doll House	Toys	1240	1769	30	4.3	1716	463	AST-TOY-0389	Doll House available on ASTOMITY.	No	Yes
390	Water Gun Set	Toys	430	619	30	4.1	12209	243	AST-TOY-0390	Water Gun Set available on ASTOMITY.	No	Yes
391	Kids School Bag	Toys	840	1519	45	4.7	12819	193	AST-TOY-0391	Kids School Bag available on ASTOMITY.	No	Yes
392	Remote Control Car — Variant 2	Toys	590	1069	45	4.6	12187	493	AST-TOY-0392	Remote Control Car — Variant 2 available on ASTOMITY.	No	Yes
393	Building Blocks Set — Variant 2	Toys	1200	1719	30	4.6	23975	237	AST-TOY-0393	Building Blocks Set — Variant 2 available on ASTOMITY.	No	Yes
394	Educational Puzzle — Variant 2	Toys	180	299	40	4.5	6063	299	AST-TOY-0394	Educational Puzzle — Variant 2 available on ASTOMITY.	No	Yes
395	Toy Kitchen Set — Variant 2	Toys	810	1249	35	4.1	10895	358	AST-TOY-0395	Toy Kitchen Set — Variant 2 available on ASTOMITY.	No	Yes
396	Action Figure — Variant 2	Toys	470	669	30	4.4	23666	238	AST-TOY-0396	Action Figure — Variant 2 available on ASTOMITY.	No	Yes
397	Soft Teddy Bear — Variant 2	Toys	450	819	45	4.3	1537	392	AST-TOY-0397	Soft Teddy Bear — Variant 2 available on ASTOMITY.	No	Yes
398	Board Game — Variant 2	Toys	920	1409	35	4.5	14402	160	AST-TOY-0398	Board Game — Variant 2 available on ASTOMITY.	No	Yes
399	Kids Drawing Kit — Variant 2	Toys	230	269	15	4.5	13460	206	AST-TOY-0399	Kids Drawing Kit — Variant 2 available on ASTOMITY.	No	No
400	Toy Train Set — Variant 2	Toys	1530	1909	20	4.8	4828	454	AST-TOY-0400	Toy Train Set — Variant 2 available on ASTOMITY.	No	No
401	Kids Bicycle — Variant 2	Toys	6730	7479	10	4.1	7883	418	AST-TOY-0401	Kids Bicycle — Variant 2 available on ASTOMITY.	No	No
402	Science Experiment Kit — Variant 2	Toys	860	1329	35	4.3	18737	36	AST-TOY-0402	Science Experiment Kit — Variant 2 available on ASTOMITY.	No	Yes
403	Musical Toy — Variant 2	Toys	860	1069	20	4.5	12305	210	AST-TOY-0403	Musical Toy — Variant 2 available on ASTOMITY.	No	No
404	Doll House — Variant 2	Toys	2610	3069	15	4.5	17499	207	AST-TOY-0404	Doll House — Variant 2 available on ASTOMITY.	No	No
405	Water Gun Set — Variant 2	Toys	450	699	35	4.5	8329	78	AST-TOY-0405	Water Gun Set — Variant 2 available on ASTOMITY.	No	Yes
406	Kids School Bag — Variant 2	Toys	450	559	20	4.4	12830	487	AST-TOY-0406	Kids School Bag — Variant 2 available on ASTOMITY.	No	No
407	Remote Control Car — Variant 3	Toys	1720	2029	15	4.2	8679	380	AST-TOY-0407	Remote Control Car — Variant 3 available on ASTOMITY.	No	No
408	Building Blocks Set — Variant 3	Toys	1150	1539	25	4.8	9507	375	AST-TOY-0408	Building Blocks Set — Variant 3 available on ASTOMITY.	No	No
409	Educational Puzzle — Variant 3	Toys	610	819	25	4.1	2576	251	AST-TOY-0409	Educational Puzzle — Variant 3 available on ASTOMITY.	No	No
410	Toy Kitchen Set — Variant 3	Toys	520	939	45	4.8	22495	452	AST-TOY-0410	Toy Kitchen Set — Variant 3 available on ASTOMITY.	No	Yes
411	Action Figure — Variant 3	Toys	450	699	35	4.6	18172	297	AST-TOY-0411	Action Figure — Variant 3 available on ASTOMITY.	No	Yes
412	Soft Teddy Bear — Variant 3	Toys	800	1139	30	4.7	23474	383	AST-TOY-0412	Soft Teddy Bear — Variant 3 available on ASTOMITY.	No	Yes
413	Board Game — Variant 3	Toys	1180	1479	20	4.6	16820	134	AST-TOY-0413	Board Game — Variant 3 available on ASTOMITY.	No	No
414	Mega Deal Bluetooth Speaker	Deals	830	1109	25	4.6	7907	424	AST-DEA-0414	Mega Deal Bluetooth Speaker available on ASTOMITY.	No	No
415	Flash Sale Earbuds	Deals	1670	1859	10	4.3	18902	208	AST-DEA-0415	Flash Sale Earbuds available on ASTOMITY.	No	No
416	Deal Smart Watch	Deals	940	1889	50	4.1	2975	53	AST-DEA-0416	Deal Smart Watch available on ASTOMITY.	No	Yes
417	Deal Power Bank	Deals	530	889	40	4.8	23705	265	AST-DEA-0417	Deal Power Bank available on ASTOMITY.	No	Yes
418	Deal Backpack	Deals	700	1169	40	4.6	18988	57	AST-DEA-0418	Deal Backpack available on ASTOMITY.	No	Yes
419	Deal Sneakers	Deals	730	1119	35	4.5	14894	258	AST-DEA-0419	Deal Sneakers available on ASTOMITY.	No	Yes
420	Deal Headphones	Deals	1370	2739	50	4.3	18215	347	AST-DEA-0420	Deal Headphones available on ASTOMITY.	No	Yes
421	Deal Mixer Grinder	Deals	2400	2999	20	4.6	4378	241	AST-DEA-0421	Deal Mixer Grinder available on ASTOMITY.	No	No
422	Deal Air Fryer	Deals	4560	5069	10	4.7	17127	98	AST-DEA-0422	Deal Air Fryer available on ASTOMITY.	No	No
423	Deal Trimmer	Deals	700	879	20	4.1	23393	135	AST-DEA-0423	Deal Trimmer available on ASTOMITY.	No	No
424	Deal Laptop Stand	Deals	420	839	50	4.7	2734	148	AST-DEA-0424	Deal Laptop Stand available on ASTOMITY.	No	Yes
425	Deal Keyboard	Deals	550	1099	50	4.2	20630	175	AST-DEA-0425	Deal Keyboard available on ASTOMITY.	No	Yes
426	Deal Mouse	Deals	830	979	15	4.4	5675	323	AST-DEA-0426	Deal Mouse available on ASTOMITY.	No	No
427	Deal Table Lamp	Deals	390	489	20	4.5	23763	481	AST-DEA-0427	Deal Table Lamp available on ASTOMITY.	No	No
428	Deal Travel Bag	Deals	1400	1559	10	4.7	1079	61	AST-DEA-0428	Deal Travel Bag available on ASTOMITY.	No	No
429	Mega Deal Bluetooth Speaker — Variant 2	Deals	640	909	30	4.5	18897	233	AST-DEA-0429	Mega Deal Bluetooth Speaker — Variant 2 available on ASTOMITY.	No	Yes
430	Flash Sale Earbuds — Variant 2	Deals	370	669	45	4.7	18027	168	AST-DEA-0430	Flash Sale Earbuds — Variant 2 available on ASTOMITY.	No	Yes
431	Deal Smart Watch — Variant 2	Deals	1640	2339	30	4.4	22595	227	AST-DEA-0431	Deal Smart Watch — Variant 2 available on ASTOMITY.	No	Yes
432	Deal Power Bank — Variant 2	Deals	480	879	45	4.1	2113	100	AST-DEA-0432	Deal Power Bank — Variant 2 available on ASTOMITY.	No	Yes
433	Deal Backpack — Variant 2	Deals	640	1059	40	4.4	6835	194	AST-DEA-0433	Deal Backpack — Variant 2 available on ASTOMITY.	No	Yes
434	Deal Sneakers — Variant 2	Deals	1880	2349	20	4.3	23689	183	AST-DEA-0434	Deal Sneakers — Variant 2 available on ASTOMITY.	No	No
435	Deal Headphones — Variant 2	Deals	1860	2869	35	4.8	4434	409	AST-DEA-0435	Deal Headphones — Variant 2 available on ASTOMITY.	No	Yes
436	Deal Mixer Grinder — Variant 2	Deals	1220	2439	50	4.4	10606	143	AST-DEA-0436	Deal Mixer Grinder — Variant 2 available on ASTOMITY.	No	Yes
437	Deal Air Fryer — Variant 2	Deals	4150	4879	15	4.2	8273	92	AST-DEA-0437	Deal Air Fryer — Variant 2 available on ASTOMITY.	No	No
438	Deal Trimmer — Variant 2	Deals	560	619	10	4.2	12737	462	AST-DEA-0438	Deal Trimmer — Variant 2 available on ASTOMITY.	No	No
439	Deal Laptop Stand — Variant 2	Deals	710	1179	40	4.2	5383	436	AST-DEA-0439	Deal Laptop Stand — Variant 2 available on ASTOMITY.	No	Yes
440	Deal Keyboard — Variant 2	Deals	930	1429	35	4.2	5371	275	AST-DEA-0440	Deal Keyboard — Variant 2 available on ASTOMITY.	No	Yes
441	Deal Mouse — Variant 2	Deals	520	949	45	4.4	10260	274	AST-DEA-0441	Deal Mouse — Variant 2 available on ASTOMITY.	No	Yes
442	Deal Table Lamp — Variant 2	Deals	270	319	15	4.8	16712	254	AST-DEA-0442	Deal Table Lamp — Variant 2 available on ASTOMITY.	No	No
443	Deal Travel Bag — Variant 2	Deals	980	1309	25	4.5	1744	45	AST-DEA-0443	Deal Travel Bag — Variant 2 available on ASTOMITY.	No	No
444	Mega Deal Bluetooth Speaker — Variant 3	Deals	840	1519	45	4.5	21588	364	AST-DEA-0444	Mega Deal Bluetooth Speaker — Variant 3 available on ASTOMITY.	No	Yes
445	Flash Sale Earbuds — Variant 3	Deals	1260	1799	30	4.4	3672	240	AST-DEA-0445	Flash Sale Earbuds — Variant 3 available on ASTOMITY.	No	Yes
446	Deal Smart Watch — Variant 3	Deals	730	1039	30	4.6	13363	207	AST-DEA-0446	Deal Smart Watch — Variant 3 available on ASTOMITY.	No	Yes
447	Deal Power Bank — Variant 3	Deals	330	549	40	4	18559	119	AST-DEA-0447	Deal Power Bank — Variant 3 available on ASTOMITY.	No	Yes
448	Deal Backpack — Variant 3	Deals	480	959	50	4.2	12809	278	AST-DEA-0448	Deal Backpack — Variant 3 available on ASTOMITY.	No	Yes
449	Deal Sneakers — Variant 3	Deals	970	1949	50	4.2	20572	368	AST-DEA-0449	Deal Sneakers — Variant 3 available on ASTOMITY.	No	Yes
450	Deal Headphones — Variant 3	Deals	2180	2559	15	4.1	3318	221	AST-DEA-0450	Deal Headphones — Variant 3 available on ASTOMITY.	No	No
